"","BHI_1","BHI_2","BHI_3","Serum_1","Serum_2","Serum_3"
"NHECHLLE_02145",38,32,23,169,174,172
"NHECHLLE_02146",13,15,9,59,85,57
"NHECHLLE_02147",29,36,18,157,191,174
"NHECHLLE_02148",20,13,18,72,87,66
"NHECHLLE_02149",0,0,0,0,0,0
"NHECHLLE_02150",0,0,0,1,0,1
"NHECHLLE_02151",0,0,0,0,0,0
"NHECHLLE_02152",0,0,0,0,0,0
"NHECHLLE_02153",0,0,0,0,0,0
"NHECHLLE_02154",0,0,0,0,0,0
"NHECHLLE_02155",19,30,23,9,15,22
"NHECHLLE_02156",6,5,3,63,80,80
"NHECHLLE_02157",18,15,14,76,71,69
"NHECHLLE_02158",24,30,13,56,82,93
"NHECHLLE_02159",15,8,14,54,60,57
"NHECHLLE_02160",98,117,107,422,537,479
"NHECHLLE_02161",32,34,29,278,358,277
"NHECHLLE_02162",3,2,5,208,198,163
"NHECHLLE_02163",49,50,41,403,475,388
"NHECHLLE_02164",13,17,18,340,355,348
"NHECHLLE_02165",2,4,2,90,131,107
"NHECHLLE_02166",2,0,1,41,42,32
"NHECHLLE_02167",0,0,0,13,17,11
"NHECHLLE_02168",5,6,9,129,168,149
"NHECHLLE_02169",23,13,21,310,339,320
"NHECHLLE_02170",2,1,2,51,65,62
"NHECHLLE_02171",84,74,96,1001,1261,1092
"NHECHLLE_02172",1,0,0,0,0,0
"NHECHLLE_02173",14,11,8,71,81,74
"NHECHLLE_02174",78,69,88,222,295,267
"NHECHLLE_02175",155,211,147,410,447,443
"NHECHLLE_02176",102,101,79,216,235,191
"NHECHLLE_02177",0,0,0,0,0,0
"NHECHLLE_02178",0,0,0,0,0,0
"NHECHLLE_02179",0,0,0,0,0,0
"NHECHLLE_02180",0,0,0,0,0,0
"NHECHLLE_02181",0,0,0,0,0,0
"NHECHLLE_02183",0,0,0,0,0,0
"NHECHLLE_02184",0,0,0,0,0,0
"NHECHLLE_02185",0,0,0,0,0,0
"NHECHLLE_02186",0,0,0,0,0,0
"NHECHLLE_02187",0,0,0,0,0,0
"NHECHLLE_02188",0,0,0,0,0,0
"NHECHLLE_02189",46,46,33,25,33,32
"NHECHLLE_02190",71,80,87,84,65,84
"NHECHLLE_02191",0,1,0,0,0,1
"NHECHLLE_02192",31,22,27,35,56,30
"NHECHLLE_02193",225,225,229,494,570,494
"NHECHLLE_02194",432,492,417,482,556,459
"NHECHLLE_02195",453,409,396,432,533,437
"NHECHLLE_02196",6086,5989,5545,3530,4390,3569
"NHECHLLE_02197",5831,5262,4709,5262,6159,5291
"NHECHLLE_02198",340,293,269,372,420,410
"NHECHLLE_02199",60,51,42,46,41,42
"NHECHLLE_02200",40,29,27,26,36,34
"NHECHLLE_02201",51,59,47,42,54,40
"NHECHLLE_02202",37,35,25,35,39,39
"NHECHLLE_02203",14,23,16,8,22,19
"NHECHLLE_02204",199,184,151,213,225,220
"NHECHLLE_02205",126,135,151,151,196,151
"NHECHLLE_02206",951,923,860,698,859,804
"NHECHLLE_02207",152,146,159,230,224,223
"NHECHLLE_02208",47,35,40,18,27,22
"NHECHLLE_02209",4,9,1,4,3,2
"NHECHLLE_02210",54,47,31,33,43,44
"NHECHLLE_02211",275,223,203,289,310,293
"NHECHLLE_02212",1733,966,923,1170,1330,1250
"NHECHLLE_02213",1400,1198,1262,823,969,797
"NHECHLLE_02214",69,55,51,94,95,94
"NHECHLLE_02215",1102,948,876,1049,1119,1108
"NHECHLLE_02216",784,973,791,1247,1400,1265
"NHECHLLE_02217",1791,1666,1531,3037,3352,3239
"NHECHLLE_02218",4116,4775,4075,1212,1571,1372
"NHECHLLE_02219",119,139,121,143,171,190
"NHECHLLE_02220",526,503,486,137,137,162
"NHECHLLE_02221",948,1008,1033,396,478,412
"NHECHLLE_02222",39,23,34,22,28,25
"NHECHLLE_02223",1595,1517,1295,825,950,838
"NHECHLLE_02224",2992,2904,2618,4360,4942,4603
"NHECHLLE_02225",628,605,551,565,684,594
"NHECHLLE_02226",4634,4663,4341,3742,4726,4115
"NHECHLLE_02227",50,56,54,89,113,107
"NHECHLLE_02228",242,273,225,307,369,301
"NHECHLLE_02229",231,229,213,181,226,177
"NHECHLLE_02230",111,101,96,95,105,87
"NHECHLLE_02231",50,66,57,12,18,15
"NHECHLLE_02232",41,36,28,11,14,13
"NHECHLLE_02233",4,8,12,23,33,46
"NHECHLLE_02234",2,0,4,5,1,4
"NHECHLLE_02235",37,31,37,17,21,13
"NHECHLLE_02236",1801,1845,1669,1049,1202,1100
"NHECHLLE_02237",3343,3509,3323,1217,1464,1405
"NHECHLLE_02238",618,579,527,753,845,766
"NHECHLLE_02239",425,441,412,639,677,590
"NHECHLLE_02240",2099,2110,1884,3188,3547,3224
"NHECHLLE_02241",2362,2667,2355,3198,3515,3193
"NHECHLLE_02242",1032,1038,934,1029,1187,1070
"NHECHLLE_02243",1693,1757,1571,1708,2216,2137
"NHECHLLE_02244",46,37,37,31,21,26
"NHECHLLE_02245",64,54,78,59,68,70
"NHECHLLE_02246",2319,2507,2399,652,781,678
"NHECHLLE_02247",6851,6777,5870,2699,3112,2708
"NHECHLLE_02248",1711,1541,1509,359,422,365
"NHECHLLE_02249",2912,2820,2623,658,768,608
"NHECHLLE_02250",244,329,380,129,206,133
"NHECHLLE_02251",6219,5673,5105,7677,9316,8472
"NHECHLLE_02252",1753,2064,1652,6911,7665,6974
"NHECHLLE_02253",3535,3405,3029,4866,5753,5207
"NHECHLLE_02254",367,412,390,1317,1815,1565
"NHECHLLE_02256",498,555,519,1766,2308,2075
"NHECHLLE_02257",147,165,157,27,53,37
"NHECHLLE_02258",271,329,227,375,520,465
"NHECHLLE_02259",7104,7354,6247,2483,2892,2518
"NHECHLLE_02260",310,284,281,390,490,451
"NHECHLLE_02261",276,314,270,123,135,126
"NHECHLLE_02262",230,241,241,103,158,102
"NHECHLLE_02263",909,976,876,392,446,416
"NHECHLLE_02264",1881,1787,1524,2017,2097,2046
"NHECHLLE_02265",7841,6950,6465,4735,5227,4731
"NHECHLLE_02266",3669,3886,3474,1292,1422,1488
"NHECHLLE_02267",472,451,427,3807,4886,4445
"NHECHLLE_02268",228,267,202,421,415,415
"NHECHLLE_02269",1200,965,817,130683,150214,134375
"NHECHLLE_02270",92,96,95,7112,7761,7204
"NHECHLLE_02271",134,113,99,11193,14442,12873
"NHECHLLE_02272",158,145,157,10087,12821,10807
"NHECHLLE_02273",432,386,376,20900,25245,21728
"NHECHLLE_02274",415,373,346,18609,21774,18162
"NHECHLLE_02275",611,575,485,25344,30382,25766
"NHECHLLE_02276",2337,2367,2204,4088,5195,4676
"NHECHLLE_02277",205,354,300,229,442,403
"NHECHLLE_02278",21304,20551,18994,11360,12710,11529
"NHECHLLE_02279",533,495,545,543,659,645
"NHECHLLE_02280",2358,2028,2030,1253,1508,1338
"NHECHLLE_02281",1137,1307,1177,539,569,542
"NHECHLLE_02282",1175,1088,1053,707,698,607
"NHECHLLE_02283",2744,2824,2529,1343,1534,1366
"NHECHLLE_02284",474,444,325,15661,20302,19268
"NHECHLLE_02285",480,509,475,1933,2321,2326
"NHECHLLE_02286",165,164,148,646,700,684
"NHECHLLE_02287",13587,13151,11333,162653,163676,167316
"NHECHLLE_02288",2034,1953,1871,1937,2141,1933
"NHECHLLE_02289",2193,2466,2267,1691,2008,1807
"NHECHLLE_02290",14,13,16,36,44,42
"NHECHLLE_02291",129,139,114,98,126,112
"NHECHLLE_02292",0,3,4,25,25,41
"NHECHLLE_02293",12,6,5,27,36,50
"NHECHLLE_02294",2,9,10,20,16,17
"NHECHLLE_02295",10,21,11,11,8,13
"NHECHLLE_02296",58,52,34,11,28,13
"NHECHLLE_02297",68,76,63,45,44,25
"NHECHLLE_02298",3210,3151,2857,2098,2464,2174
"NHECHLLE_02299",2,3,4,4,12,5
"NHECHLLE_02300",3658,3222,2918,2797,2982,2761
"NHECHLLE_02301",724,707,635,469,505,510
"NHECHLLE_02302",111,117,91,11,10,8
"NHECHLLE_02303",10600,10165,9002,6165,7249,6605
"NHECHLLE_02304",6848,6000,5544,3606,4383,3748
"NHECHLLE_02305",2607,2376,2584,16808,16584,15248
"NHECHLLE_02306",25,28,21,15,18,16
"NHECHLLE_02307",28,39,24,16,8,17
"NHECHLLE_02308",13578,12916,11525,14218,15563,14763
"NHECHLLE_02309",91,100,92,78,72,82
"NHECHLLE_02310",1365,1329,1080,1296,1284,1304
"NHECHLLE_02311",1324,1180,1044,1226,1309,1272
"NHECHLLE_02312",1813,1768,1524,1839,2035,1776
"NHECHLLE_02313",4681,4810,4433,2759,3220,2903
"NHECHLLE_02314",5656,5750,5561,5559,6264,5843
"NHECHLLE_02315",162,129,159,24,32,43
"NHECHLLE_02316",95,111,110,16,20,19
"NHECHLLE_02317",2022,1920,1822,479,555,452
"NHECHLLE_02318",1056,936,1101,4657,5744,4693
"NHECHLLE_02319",242,282,262,280,401,337
"NHECHLLE_02320",1059,1098,993,478,562,442
"NHECHLLE_02321",47,31,60,117,122,142
"NHECHLLE_02322",1174,1103,973,1104,1149,1147
"NHECHLLE_02323",2795,2717,2622,1631,1927,1658
"NHECHLLE_02324",2900,2895,2714,2575,2873,2763
"NHECHLLE_02325",963,1007,981,758,869,794
"NHECHLLE_02326",510,497,438,1051,1187,1023
"NHECHLLE_02327",576,549,547,974,1117,1075
"NHECHLLE_02328",8305,7022,6147,3924,4359,4144
"NHECHLLE_02329",1148,1203,1066,1095,1414,1166
"NHECHLLE_02330",958,875,889,469,564,477
"NHECHLLE_02331",2155,2054,1980,9581,11237,9532
"NHECHLLE_02333",3,0,0,1,6,0
"NHECHLLE_02334",0,1,0,2,4,4
"NHECHLLE_02335",120,129,137,724,937,764
"NHECHLLE_02336",68,85,78,157,168,176
"NHECHLLE_02339",168,147,147,584,629,555
"NHECHLLE_02340",2099,2123,1790,10017,12585,11205
"NHECHLLE_02341",414,363,323,637,674,650
"NHECHLLE_02342",1041,1015,927,1054,1156,1163
"NHECHLLE_02343",2118,1978,1813,701,802,831
"NHECHLLE_02344",838,826,784,1739,2171,1837
"NHECHLLE_02345",1014,816,855,1945,2188,1992
"NHECHLLE_02346",918,973,813,1419,1726,1566
"NHECHLLE_02347",33135,33178,30962,19778,21630,20362
"NHECHLLE_02348",2710,2860,2491,865,960,955
"NHECHLLE_02349",4915,4704,4060,2654,3028,2699
"NHECHLLE_02350",132,137,144,574,797,648
"NHECHLLE_02351",20087,20213,18016,8782,10076,8728
"NHECHLLE_02352",2599,2736,2354,2443,2696,2296
"NHECHLLE_02353",1075,1013,933,1363,1586,1342
"NHECHLLE_02354",370,350,313,81,106,99
"NHECHLLE_02355",38343,38764,34523,25316,31761,29611
"NHECHLLE_02356",12578,13377,12023,8641,9509,9076
"NHECHLLE_02357",2111,2664,2442,1121,1473,1337
"NHECHLLE_02358",1974,1852,1893,1316,1565,1531
"NHECHLLE_02359",3077,3203,2789,2130,2356,2323
"NHECHLLE_02360",603,517,504,727,804,810
"NHECHLLE_02361",583,669,565,685,743,632
"NHECHLLE_02362",4351,4549,4128,1742,2040,1992
"NHECHLLE_02363",1271,1385,1375,613,795,689
"NHECHLLE_02364",1076,1005,908,644,835,736
"NHECHLLE_02365",1259,1304,1143,1242,1382,1233
"NHECHLLE_02366",1765,1709,1522,2600,2906,2571
"NHECHLLE_02367",18,13,9,25,15,19
"NHECHLLE_02368",528,507,435,1077,1263,1229
"NHECHLLE_02369",76,68,56,63,76,75
"NHECHLLE_02370",24,11,18,31,21,28
"NHECHLLE_02371",14,28,18,11,15,19
"NHECHLLE_02372",29,26,22,14,15,16
"NHECHLLE_02373",98,116,81,116,108,94
"NHECHLLE_02374",101,104,109,123,118,111
"NHECHLLE_02375",169,158,128,177,243,232
"NHECHLLE_02376",3193,3418,2860,4287,4852,4487
"NHECHLLE_02377",3503,3634,3163,3315,3576,3394
"NHECHLLE_02378",77,75,94,304,420,346
"NHECHLLE_02379",88,72,85,61,63,53
"NHECHLLE_02380",103,141,116,79,81,76
"NHECHLLE_02381",10,17,23,6,8,6
"NHECHLLE_02382",187,196,166,131,184,141
"NHECHLLE_02383",379,405,374,378,418,342
"NHECHLLE_02384",204,215,239,325,411,355
"NHECHLLE_02385",574,566,503,710,866,821
"NHECHLLE_02387",3341,3460,3038,988,1068,971
"NHECHLLE_02388",2650,2552,2442,6446,6675,6220
"NHECHLLE_02389",5218,4523,4035,11126,12110,11668
"NHECHLLE_02390",7586,6957,5994,17134,19023,17860
"NHECHLLE_02391",1596,1562,1504,1848,2289,2117
"NHECHLLE_02392",915,864,863,674,852,787
"NHECHLLE_02393",10,14,4,2,3,5
"NHECHLLE_02394",11,13,10,5,7,6
"NHECHLLE_02395",2,0,2,0,2,0
"NHECHLLE_02396",7,5,18,8,8,6
"NHECHLLE_02397",9,4,4,1,1,1
"NHECHLLE_02398",19,12,10,4,4,4
"NHECHLLE_02399",71,62,49,22,24,40
"NHECHLLE_02400",179,184,158,122,125,115
"NHECHLLE_02401",65,61,67,27,30,27
"NHECHLLE_02402",44,55,46,27,32,37
"NHECHLLE_02403",3,3,4,1,1,1
"NHECHLLE_02404",23,19,22,5,9,1
"NHECHLLE_02405",5,7,2,0,1,5
"NHECHLLE_02406",52,48,51,18,26,19
"NHECHLLE_02407",348,333,301,113,126,114
"NHECHLLE_02408",93,110,96,26,44,31
"NHECHLLE_02409",4,6,7,3,5,3
"NHECHLLE_02410",2989,3001,2747,1691,2110,1922
"NHECHLLE_02411",205,205,163,216,296,247
"NHECHLLE_02412",380,312,292,637,712,585
"NHECHLLE_02413",40,38,36,34,47,39
"NHECHLLE_02414",35,33,50,41,42,52
"NHECHLLE_02415",194,232,190,375,473,386
"NHECHLLE_02416",176,186,145,233,221,356
"NHECHLLE_02417",6,7,5,11,17,13
"NHECHLLE_02418",13,17,13,10,5,8
"NHECHLLE_02419",9,10,8,2,5,7
"NHECHLLE_02420",274,289,241,173,187,204
"NHECHLLE_02421",404,449,405,519,621,566
"NHECHLLE_02422",349,347,337,337,384,339
"NHECHLLE_02423",516,465,393,323,326,327
"NHECHLLE_02424",392,413,330,390,452,369
"NHECHLLE_02425",885,800,758,412,461,429
"NHECHLLE_02426",117,123,123,98,116,123
"NHECHLLE_02427",711,684,607,498,563,508
"NHECHLLE_02428",1270,1446,1344,524,592,500
"NHECHLLE_02429",726,742,691,427,562,468
"NHECHLLE_02430",14078,13455,11878,10630,11794,10724
"NHECHLLE_02431",2174,2107,1978,1798,2132,1970
"NHECHLLE_02432",2227,2373,2051,2218,2456,2262
"NHECHLLE_02433",2198,2045,1938,2661,3010,2704
"NHECHLLE_02434",3277,3346,2983,5706,6717,6304
"NHECHLLE_02435",2130,2146,1967,1801,1984,1992
"NHECHLLE_02436",1185,1303,1199,1540,1664,1653
"NHECHLLE_02437",1937,1677,1560,1333,1582,1382
"NHECHLLE_02438",8343,8155,7234,6947,7723,6879
"NHECHLLE_02439",827,743,812,782,924,838
"NHECHLLE_02440",1843,1988,1791,1804,2002,1835
"NHECHLLE_02441",5110,4545,4121,5545,5999,5650
"NHECHLLE_02442",1418,1331,1216,1421,1570,1427
"NHECHLLE_02443",11791,10593,9737,9229,10639,9784
"NHECHLLE_02444",12708,11301,9985,12589,14114,12931
"NHECHLLE_02445",6116,5469,5248,7128,7598,7122
"NHECHLLE_02446",6623,5321,5256,5385,6162,5631
"NHECHLLE_02447",185,185,193,57,78,76
"NHECHLLE_02448",169,153,133,24,28,35
"NHECHLLE_02449",211,192,175,90,110,104
"NHECHLLE_02450",1814,1892,1820,4406,5956,5336
"NHECHLLE_02451",374,310,292,339,376,366
"NHECHLLE_02452",2359,2246,1871,1172,1331,1261
"NHECHLLE_02453",1783,1778,1560,1459,1628,1572
"NHECHLLE_02454",425,420,376,158,193,207
"NHECHLLE_02455",617,540,522,466,501,450
"NHECHLLE_02456",21570,18937,17915,7292,8325,7362
"NHECHLLE_02457",106,91,94,142,163,148
"NHECHLLE_02458",275,331,257,355,429,370
"NHECHLLE_02459",387,433,401,502,624,533
"NHECHLLE_02461",651,725,686,2510,2887,2581
"NHECHLLE_02462",7806,7475,7219,1776,2227,2301
"NHECHLLE_02463",152999,180528,170145,53199,65219,60923
"NHECHLLE_02464",70728,66650,61755,33288,39090,36488
"NHECHLLE_02465",73770,69746,59599,21144,22649,22036
"NHECHLLE_02466",111986,111189,107250,46987,55096,50227
"NHECHLLE_02467",0,1,0,1,2,0
"NHECHLLE_02468",0,0,0,0,0,0
"NHECHLLE_02469",5,3,5,2,4,5
"NHECHLLE_02470",1329,1403,1240,2203,2435,2314
"NHECHLLE_02471",3553,2668,2748,1472,1988,1776
"NHECHLLE_02472",10626,8461,7865,5219,5638,5363
"NHECHLLE_02473",1083,1056,973,1463,1597,1418
"NHECHLLE_02474",789,942,796,1599,1715,1528
"NHECHLLE_02475",1602,1795,1855,1993,2589,2273
"NHECHLLE_02476",808,835,707,1060,1130,1098
"NHECHLLE_02477",7789,7362,6352,8968,10112,9291
"NHECHLLE_02478",1113,1226,1152,1113,1445,1241
"NHECHLLE_02479",5863,5969,5819,4364,5274,4771
"NHECHLLE_02480",1939,1929,1774,1404,1531,1411
"NHECHLLE_02481",5390,4819,4695,3298,3567,3217
"NHECHLLE_02482",3232,3318,3321,2443,2836,2255
"NHECHLLE_02483",19774,20301,18152,16169,18464,16240
"NHECHLLE_02484",13950,14721,11801,8385,10181,8434
"NHECHLLE_02485",16640,17728,16411,13401,14942,13231
"NHECHLLE_02486",7454,7156,6129,7498,7690,6973
"NHECHLLE_02487",1344,1167,1262,1488,1601,1547
"NHECHLLE_02488",16228,17062,15340,15046,16214,16048
"NHECHLLE_02489",857,695,669,789,785,855
"NHECHLLE_02490",470,443,420,514,524,573
"NHECHLLE_02491",427,325,321,420,485,461
"NHECHLLE_02492",174,167,132,154,189,161
"NHECHLLE_02493",646,526,587,149,182,171
"NHECHLLE_02496",1053,1267,1106,4483,6221,6029
"NHECHLLE_02497",774,754,735,881,1084,960
"NHECHLLE_02498",476,554,506,637,710,626
"NHECHLLE_02499",160,144,139,123,152,135
"NHECHLLE_02500",418,426,403,435,574,596
"NHECHLLE_02501",92,101,77,32,31,36
"NHECHLLE_02502",97,114,110,37,37,42
"NHECHLLE_02503",8292,9142,7558,36893,43226,41169
"NHECHLLE_02504",15905,15184,13576,18716,21248,19158
"NHECHLLE_02505",3489,3101,2858,2234,2440,2211
"NHECHLLE_02506",3848,3485,3140,4269,5097,4655
"NHECHLLE_02507",3357,3401,3203,6125,6319,5758
"NHECHLLE_02508",1335,1326,1219,1493,1770,1631
"NHECHLLE_02509",1203,1170,1022,1380,1541,1307
"NHECHLLE_02510",1499,1429,1299,2723,3215,2934
"NHECHLLE_02511",942,846,783,2104,2202,2008
"NHECHLLE_02512",2205,2207,2120,3901,4782,4199
"NHECHLLE_02513",2122,1978,1853,3155,3602,3204
"NHECHLLE_02514",2590,3199,2836,4622,5365,4871
"NHECHLLE_02515",257,243,237,170,221,206
"NHECHLLE_02516",108,103,111,37,68,50
"NHECHLLE_02517",8413,8285,8044,9936,10964,10171
"NHECHLLE_02518",1677,1674,1533,1864,2348,2332
"NHECHLLE_02519",165,161,164,226,245,240
"NHECHLLE_02520",1,1,3,0,0,0
"NHECHLLE_02521",2271,2093,1736,2456,2462,2362
"NHECHLLE_02522",1305,1407,1248,1247,1513,1421
"NHECHLLE_02523",4681,4450,4021,6414,7304,6708
"NHECHLLE_02524",5413,5465,4836,8123,8908,8185
"NHECHLLE_02525",771,786,724,1596,1855,1734
"NHECHLLE_02526",5966,5811,4941,15887,17690,16814
"NHECHLLE_02527",4291,4220,4088,3794,4503,3889
"NHECHLLE_02528",14612,14649,13457,9176,10611,9701
"NHECHLLE_02529",9382,9662,8576,16844,19858,18379
"NHECHLLE_02530",3735,3790,3376,481,561,457
"NHECHLLE_02531",1,1,1,1,0,0
"NHECHLLE_02532",458,528,508,369,451,452
"NHECHLLE_02533",4118,5301,4220,2273,2617,2485
"NHECHLLE_02534",1845,1622,1576,1256,1351,1388
"NHECHLLE_02535",1033,971,899,3044,3482,3286
"NHECHLLE_02536",1040,1030,929,2940,3458,3166
"NHECHLLE_02537",28,20,18,50,37,47
"NHECHLLE_02538",129,142,105,78,92,114
"NHECHLLE_02539",96,134,112,75,95,86
"NHECHLLE_02540",237,218,187,830,982,867
"NHECHLLE_02541",350,366,307,749,821,710
"NHECHLLE_02542",4651,4334,4048,3020,3249,3213
"NHECHLLE_02543",14831,13669,11619,8159,8590,8380
"NHECHLLE_02544",458,452,465,214,266,228
"NHECHLLE_02545",631,667,640,487,590,576
"NHECHLLE_02546",688,621,555,225,203,243
"NHECHLLE_02547",48168,53150,49107,38922,49847,43150
"NHECHLLE_02548",33583,34341,32477,32716,33118,32244
"NHECHLLE_02549",204,215,182,145,174,192
"NHECHLLE_02550",2646,2485,2170,3015,3274,2888
"NHECHLLE_02551",8317,8462,7300,9544,10264,9246
"NHECHLLE_02552",1365,1399,1286,1644,1905,1772
"NHECHLLE_02553",925,790,770,894,908,896
"NHECHLLE_02554",6755,6452,5520,5639,6378,5666
"NHECHLLE_02555",1015,1019,868,640,783,653
"NHECHLLE_02556",3116,3158,2814,254,285,290
"NHECHLLE_02557",13128,13165,11828,2572,3115,2594
"NHECHLLE_02558",1297,1290,1234,374,444,382
"NHECHLLE_02559",3408,3521,2912,1270,1578,1349
"NHECHLLE_02560",2121,2202,1965,926,1120,1016
"NHECHLLE_02561",1665,1430,1308,762,831,817
"NHECHLLE_02562",1232,1309,1121,357,412,338
"NHECHLLE_02563",2365,2232,2035,780,888,828
"NHECHLLE_02564",1435,1154,1036,516,614,542
"NHECHLLE_02565",1070,1083,885,468,539,453
"NHECHLLE_02566",2894,2699,2531,1358,1597,1307
"NHECHLLE_02567",1598,1709,1426,760,812,732
"NHECHLLE_02568",1526,1550,1303,455,472,404
"NHECHLLE_02569",700,789,618,157,194,167
"NHECHLLE_02570",1284,1245,1056,341,398,367
"NHECHLLE_02571",787,718,685,264,296,230
"NHECHLLE_02572",1189,1235,1028,400,540,429
"NHECHLLE_02573",1411,1162,1082,522,623,563
"NHECHLLE_02574",933,866,814,467,584,553
"NHECHLLE_02575",12,13,16,5,15,15
"NHECHLLE_02576",807,744,674,340,385,324
"NHECHLLE_02577",1260,1600,1268,738,783,736
"NHECHLLE_02578",16,10,11,29,48,44
"NHECHLLE_02579",13,9,11,40,55,71
"NHECHLLE_02580",17,23,14,25,28,30
"NHECHLLE_02581",4,5,8,6,6,6
"NHECHLLE_02582",18,21,21,14,22,13
"NHECHLLE_02583",6014,6100,5990,1187,1366,1283
"NHECHLLE_02584",443,346,321,2532,2890,2589
"NHECHLLE_02585",905,721,670,1060,1237,965
"NHECHLLE_02586",2917,2762,2590,7845,8765,8389
"NHECHLLE_02587",5302,5279,4652,5202,6001,5535
"NHECHLLE_02588",660,533,536,237,239,244
"NHECHLLE_02589",1255,1354,1172,1484,1760,1603
"NHECHLLE_02590",7744,7685,7084,2759,3484,3055
"NHECHLLE_02591",28,49,42,51,72,59
"NHECHLLE_02592",2155,2002,1579,10591,11659,10715
"NHECHLLE_02593",41,49,46,23,40,33
"NHECHLLE_02594",113,60,99,81,58,92
"NHECHLLE_02595",16045,13642,15591,8268,10304,9797
"NHECHLLE_02596",3344,3398,3095,1898,2134,1960
"NHECHLLE_02597",1799,1348,1316,1068,1153,1064
"NHECHLLE_02598",7110,6479,5929,4063,4320,3949
"NHECHLLE_02599",9206,9331,8817,5230,6557,5477
"NHECHLLE_02600",485,455,405,464,537,530
"NHECHLLE_02601",323,289,295,344,387,400
"NHECHLLE_02602",107,80,84,118,156,141
"NHECHLLE_02603",1149,1056,990,1487,1662,1525
"NHECHLLE_02604",8850,9538,9166,3229,4264,3536
"NHECHLLE_02605",2,0,3,2,1,0
"NHECHLLE_02606",26,32,30,95,114,95
"NHECHLLE_02607",402,423,331,242,275,274
"NHECHLLE_02608",129,133,96,140,136,125
"NHECHLLE_02609",1667,1825,1533,1661,1807,1756
"NHECHLLE_02610",2026,2276,2037,2952,3522,3177
"NHECHLLE_02611",39,29,43,43,53,55
"NHECHLLE_02612",89,91,91,153,140,124
"NHECHLLE_02613",12,12,14,39,37,31
"NHECHLLE_02614",4,7,7,13,16,16
"NHECHLLE_02615",24,32,36,117,89,99
"NHECHLLE_02616",40,31,34,39,49,69
"NHECHLLE_02617",16,24,20,20,24,25
"NHECHLLE_02618",2021,2097,1903,1818,2380,2064
"NHECHLLE_02619",172,183,168,100,133,149
"NHECHLLE_02620",4,6,4,5,7,7
"NHECHLLE_02621",0,0,1,0,0,0
"NHECHLLE_02622",2,2,1,1,4,0
"NHECHLLE_02623",1,0,0,0,0,0
"NHECHLLE_02624",3,1,5,7,2,0
"NHECHLLE_02625",275,305,269,74,84,69
"NHECHLLE_02626",111,103,93,434,547,425
"NHECHLLE_02627",9,37,28,8,19,4
"NHECHLLE_02628",3369,3228,2895,3505,4178,3765
"NHECHLLE_02629",12,20,11,5,9,3
"NHECHLLE_02630",17,28,20,9,14,8
"NHECHLLE_02631",57,58,62,54,52,56
"NHECHLLE_02632",226,250,230,183,221,214
"NHECHLLE_02633",552,492,583,128,173,149
"NHECHLLE_02634",305,246,254,723,889,781
"NHECHLLE_02635",0,0,0,1,1,0
"NHECHLLE_02636",68,93,79,52,85,50
"NHECHLLE_02637",940,924,816,306,352,285
"NHECHLLE_02638",2762,2584,2475,5791,6349,5866
"NHECHLLE_02639",881,982,841,1646,1964,1714
"NHECHLLE_02640",1696,1401,1280,1461,1810,1684
"NHECHLLE_02641",853,800,713,763,869,843
"NHECHLLE_02642",5468,5170,4701,5355,6717,5881
"NHECHLLE_02643",481,454,378,288,327,318
"NHECHLLE_02644",462,439,382,281,358,340
"NHECHLLE_02645",630,620,527,754,851,798
"NHECHLLE_02646",17660,20621,22746,4124,4415,4306
"NHECHLLE_02647",4468,3466,3619,448,639,549
"NHECHLLE_02648",396,450,377,336,342,320
"NHECHLLE_02649",1020,1277,1260,634,732,641
"NHECHLLE_02650",2951,2777,2554,2098,2301,2137
"NHECHLLE_02651",15687,19912,18573,3870,5367,4384
"NHECHLLE_02652",298,248,241,65,87,69
"NHECHLLE_02653",21,9,19,11,20,15
"NHECHLLE_02654",2,0,1,0,0,0
"NHECHLLE_02655",1,1,0,3,2,0
"NHECHLLE_02656",0,0,0,1,1,1
"NHECHLLE_02657",40,34,39,29,39,32
"NHECHLLE_02658",0,0,0,0,0,0
"NHECHLLE_02659",58,34,36,19,40,29
"NHECHLLE_02660",9,11,10,6,3,2
"NHECHLLE_02661",0,1,0,0,0,1
"NHECHLLE_02662",1,3,2,4,3,2
"NHECHLLE_02663",1,1,0,0,0,0
"NHECHLLE_02664",0,0,0,0,0,0
"NHECHLLE_02665",4,9,10,5,2,3
"NHECHLLE_02666",1045,968,958,1675,1909,1701
"NHECHLLE_02667",391,343,332,786,866,778
"NHECHLLE_02668",9,16,14,5,7,3
"NHECHLLE_02669",43,64,51,21,20,20
"NHECHLLE_02670",0,0,0,1,2,0
"NHECHLLE_02671",32,37,43,13,21,10
"NHECHLLE_02672",19,7,7,5,3,6
"NHECHLLE_02673",17,15,11,5,7,6
"NHECHLLE_02674",41,74,55,18,19,17
"NHECHLLE_02675",127,138,134,54,64,59
"NHECHLLE_02676",56,54,54,36,56,40
"NHECHLLE_02677",72,84,50,30,40,42
"NHECHLLE_02678",711,755,734,48,64,73
"NHECHLLE_02679",494,493,423,101,121,116
"NHECHLLE_02680",1106,1055,974,217,226,247
"NHECHLLE_02681",3101,2671,2511,1609,1635,1477
"NHECHLLE_02682",156,165,137,98,127,102
"NHECHLLE_02683",31,44,25,30,37,34
"NHECHLLE_02684",17,12,10,9,6,7
